INDEX	UUID	TYPE	STR	AG_A_TEXT	AG_A_LINKS	AG_A_STR	AG_B_TEXT	AG_B_LINKS	AG_B_STR	PMID	TEXT	IS_HYP	IS_DIRECT	CURATOR	CORRECT	NOTES	AG_A_IDS_CORRECT	AG_A_STATE_CORRECT	AG_B_IDS_CORRECT	AG_B_STATE_CORRECT	EVENT_CORRECT	RES_CORRECT	POS_CORRECT	SUBJ_ACT_CORRECT	OBJ_ACT_CORRECT	HYP_CORRECT	DIRECT_CORRECT
863	e77fab17-31ad-4275-8670-8f84c521256e	Complex	Complex(ABI1(), ABL1())	Abi1	https://identifiers.org/uniprot/Q8IZP0, https://identifiers.org/hgnc/HGNC:11320	ABI1()	Abl	https://identifiers.org/uniprot/P00519, https://identifiers.org/hgnc/HGNC:76	ABL1()	20479892	The Abl binding protein 1 (Abi1), also known as Hssh3bp1, XREF_BIBR, XREF_BIBR, XREF_BIBR is a key component of several intrinsic complexes that regulate actin cytoskeletal remodeling near the plasma membrane XREF_BIBR.		TRUE														
864	e77fab17-31ad-4275-8670-8f84c521256e	Complex	Complex(ABI1(), ABL1())	Abi1	https://identifiers.org/uniprot/Q8IZP0, https://identifiers.org/hgnc/HGNC:11320	ABI1()	Abl	https://identifiers.org/uniprot/P00519, https://identifiers.org/hgnc/HGNC:76	ABL1()	20841568	Enah (also known as Mena) phosphorylation at the target site AY 296 ASA is enhanced by Abi1, which binds to both Enah and Abl1.		TRUE														
865	e77fab17-31ad-4275-8670-8f84c521256e	Complex	Complex(ABI1(), ABL1())	Abi1	https://identifiers.org/uniprot/Q8IZP0, https://identifiers.org/hgnc/HGNC:11320	ABI1()	Abl	https://identifiers.org/uniprot/P00519, https://identifiers.org/hgnc/HGNC:76	ABL1()	26473374	Concomitantly, Abl dependent CrkY251 phosphorylation was also reduced upon Abi1 titration while Abi1 Y213 phosphorylation (indicative of Abl and Abi1 binding) was increased in a manner that positively correlates with the Abi1-Iso2 concentration.		TRUE														
866	e77fab17-31ad-4275-8670-8f84c521256e	Complex	Complex(ABI1(), ABL1())	Abi1	https://identifiers.org/uniprot/Q8IZP0, https://identifiers.org/hgnc/HGNC:11320	ABI1()	Abl	https://identifiers.org/uniprot/P00519, https://identifiers.org/hgnc/HGNC:76	ABL1()	16520382	When associated with the actin binding protein eps8 and the Abl interacting protein e3b1 and Abi1 (Abl interactor-1) in a heterotrimeric complex, sos1 displays rac1 specific GEF activity.		TRUE														
867	e77fab17-31ad-4275-8670-8f84c521256e	Complex	Complex(ABI1(), ABL1())	Abi1	https://identifiers.org/uniprot/Q8IZP0, https://identifiers.org/hgnc/HGNC:11320	ABI1()	Abl	https://identifiers.org/uniprot/P00519, https://identifiers.org/hgnc/HGNC:76	ABL1()	16520382	When associated with the actin binding protein eps8 and the Abl interacting protein e3b1 and Abi1 (Abl interactor-1) in a heterotrimeric complex, sos1 displays rac1 specific GEF activity.		TRUE														
868	e77fab17-31ad-4275-8670-8f84c521256e	Complex	Complex(ABI1(), ABL1())	Abi1	https://identifiers.org/uniprot/Q8IZP0, https://identifiers.org/hgnc/HGNC:11320	ABI1()	Abl	https://identifiers.org/uniprot/P00519, https://identifiers.org/hgnc/HGNC:76	ABL1()	16702231	As reported earlier, Sra1 and PIR121, Nap1, and Abi1 binds to Rac, Nck, and Abl, respectively.		TRUE														
869	f005fa18-d49d-4de1-81e9-b825e4780091	Activation	Activation(YY1(), SNAP25())	YY1	https://identifiers.org/uniprot/P25490, https://identifiers.org/hgnc/HGNC:12856	YY1()	SNAP	https://identifiers.org/uniprot/P60880, https://identifiers.org/hgnc/HGNC:11132	SNAP25()	16769183	YY1 is associated with SNAP, activates the assembly of SNAP and Brf2-TFIIIB on the U6 promoter at least in part by accelerating the binding of SNAP, and can be localized to snRNA promoters in vivo.The plasmids pBabeSNAP45-Flag-His and pBabeSNAP50-Flag-His are derivatives of pBabe (puro) () expressing C-terminal Flag- and His tagged full-length SNAP45 and SNAP50, respectively.		FALSE														
870	f005fa18-d49d-4de1-81e9-b825e4780091	Activation	Activation(YY1(), SNAP25())	YY1	https://identifiers.org/uniprot/P25490, https://identifiers.org/hgnc/HGNC:12856	YY1()	SNAP	https://identifiers.org/uniprot/P60880, https://identifiers.org/hgnc/HGNC:11132	SNAP25()	16769183	YY1 is associated with SNAP, activates the assembly of SNAP and Brf2-TFIIIB on the U6 promoter at least in part by accelerating the binding of SNAP, and can be localized to snRNA promoters in vivo.The plasmids pBabeSNAP45-Flag-His and pBabeSNAP50-Flag-His are derivatives of pBabe (puro) () expressing C-terminal Flag- and His tagged full-length SNAP45 and SNAP50, respectively.		FALSE														
871	f005fa18-d49d-4de1-81e9-b825e4780091	Activation	Activation(YY1(), SNAP25())	YY1	https://identifiers.org/uniprot/P25490, https://identifiers.org/hgnc/HGNC:12856	YY1()	SNAP	https://identifiers.org/uniprot/P60880, https://identifiers.org/hgnc/HGNC:11132	SNAP25()	16769183	These results are consistent with the idea that YY1 specifically increases the binding of SNAP to the PSE, in a manner dependent on regions outside of the four zinc finger domains.		FALSE														
872	f005fa18-d49d-4de1-81e9-b825e4780091	Activation	Activation(YY1(), SNAP25())	YY1	https://identifiers.org/uniprot/P25490, https://identifiers.org/hgnc/HGNC:12856	YY1()	SNAP	https://identifiers.org/uniprot/P60880, https://identifiers.org/hgnc/HGNC:11132	SNAP25()	16769183	They are also consistent with the complex undergoing a YY1 directed conformational change that accelerates its migration in the EMSA conditions used.To determine how YY1 enhances the binding of SNAP to the PSE, we first examined the rate of association of SNAP in the presence and absence of YY1.		FALSE														
873	f005fa18-d49d-4de1-81e9-b825e4780091	Activation	Activation(YY1(), SNAP25())	YY1	https://identifiers.org/uniprot/P25490, https://identifiers.org/hgnc/HGNC:12856	YY1()	SNAP	https://identifiers.org/uniprot/P60880, https://identifiers.org/hgnc/HGNC:11132	SNAP25()	16769183	Like Oct-1, YY1 accelerates the association of SNAP to the PSE and has a little effect on its dissociation from DNA.		FALSE														
874	f005fa18-d49d-4de1-81e9-b825e4780091	Activation	Activation(YY1(), SNAP25())	YY1	https://identifiers.org/uniprot/P25490, https://identifiers.org/hgnc/HGNC:12856	YY1()	SNAP	https://identifiers.org/uniprot/P60880, https://identifiers.org/hgnc/HGNC:11132	SNAP25()	16769183	The presence of YY1 stimulated the binding of SNAP alone as well as the formation of larger complexes containing SNAP, in particular a complex containing TBP, Brf2, and SNAP and the four and component complex.		FALSE														
875	f005fa18-d49d-4de1-81e9-b825e4780091	Activation	Activation(YY1(), SNAP25())	YY1	https://identifiers.org/uniprot/P25490, https://identifiers.org/hgnc/HGNC:12856	YY1()	SNAP	https://identifiers.org/uniprot/P60880, https://identifiers.org/hgnc/HGNC:11132	SNAP25()	16769183	The presence of YY1 stimulated the binding of SNAP alone as well as the formation of larger complexes containing SNAP, in particular a complex containing TBP, Brf2, and SNAP and the four and component complex.		FALSE														
876	ed28c386-5d18-48bf-8c54-22943b017a38	Activation	Activation(GAST(), NR4A2())	gastrin	https://identifiers.org/uniprot/P01350, https://identifiers.org/hgnc/HGNC:4164	GAST()	NR4A2	https://identifiers.org/uniprot/P43354, https://identifiers.org/hgnc/HGNC:7981	NR4A2()	24086717	Quantitative real-time PCR confirmed that gastrin induced transient expression of NR4A2 mRNA, followed by decrease to baseline after ~ 6 h of stimulation; and that NR4A2 mRNA expression was sustained when protein synthesis was inhibited by CHX (XREF_SUPPLEMENTARY).		FALSE														
877	ed28c386-5d18-48bf-8c54-22943b017a38	Activation	Activation(GAST(), NR4A2())	gastrin	https://identifiers.org/uniprot/P01350, https://identifiers.org/hgnc/HGNC:4164	GAST()	NR4A2	https://identifiers.org/uniprot/P43354, https://identifiers.org/hgnc/HGNC:7981	NR4A2()	24086717	We further examined the role of NR4A2 in gastrin induced responses by employing the gastric adenocarcinoma cell line AGS-G R Gastrin induced a ~ 8-fold induction of NR4A2 mRNA in AGS-G R cells, followed by a rapid decrease to baseline after ~ 4 h of stimulation (XREF_FIG).		FALSE														
878	ed28c386-5d18-48bf-8c54-22943b017a38	Activation	Activation(GAST(), NR4A2())	gastrin	https://identifiers.org/uniprot/P01350, https://identifiers.org/hgnc/HGNC:4164	GAST()	NR4A2	https://identifiers.org/uniprot/P43354, https://identifiers.org/hgnc/HGNC:7981	NR4A2()	24086717	Gastrin induced NR4A2 activates NBRE promoter elements.		FALSE														
879	ed28c386-5d18-48bf-8c54-22943b017a38	Activation	Activation(GAST(), NR4A2())	gastrin	https://identifiers.org/uniprot/P01350, https://identifiers.org/hgnc/HGNC:4164	GAST()	NR4A2	https://identifiers.org/uniprot/P43354, https://identifiers.org/hgnc/HGNC:7981	NR4A2()	24086717	Hence we examined the signaling pathways involved in gastrin mediated NR4A2 activation.		FALSE														
880	ed28c386-5d18-48bf-8c54-22943b017a38	Activation	Activation(GAST(), NR4A2())	gastrin	https://identifiers.org/uniprot/P01350, https://identifiers.org/hgnc/HGNC:4164	GAST()	NR4A2	https://identifiers.org/uniprot/P43354, https://identifiers.org/hgnc/HGNC:7981	NR4A2()	24086717	AGS-G R cells were transfected with NR4A2-EGFP and treated with gastrin up to 60 min.		FALSE														
881	ed28c386-5d18-48bf-8c54-22943b017a38	Activation	Activation(GAST(), NR4A2())	gastrin	https://identifiers.org/uniprot/P01350, https://identifiers.org/hgnc/HGNC:4164	GAST()	NR4A2	https://identifiers.org/uniprot/P43354, https://identifiers.org/hgnc/HGNC:7981	NR4A2()	24086717	The regulation involves gastrin induced nucleus-cytosolic shuttling of NR4A2.		FALSE														
882	ed28c386-5d18-48bf-8c54-22943b017a38	Activation	Activation(GAST(), NR4A2())	gastrin	https://identifiers.org/uniprot/P01350, https://identifiers.org/hgnc/HGNC:4164	GAST()	NR4A2	https://identifiers.org/uniprot/P43354, https://identifiers.org/hgnc/HGNC:7981	NR4A2()	24086717	Thus, the transient induction of NR4A2 by gastrin may play a role in the gastrin induced migration and invasion of these cells.		FALSE														
883	c8ed8fb1-197d-4db0-9e97-4ecb7c5d03e7	Activation	Activation(SOCS3(), Interferon())	SOCS3	https://identifiers.org/uniprot/O14543, https://identifiers.org/hgnc/HGNC:19391	SOCS3()	IFN	https://identifiers.org/fplx/Interferon	Interferon()	25766860	Based on these results, we hypothesized that attenuation of IFN signaling by SOCS3 may be related to the suppression of miR-122 expression.		FALSE														
884	c8ed8fb1-197d-4db0-9e97-4ecb7c5d03e7	Activation	Activation(SOCS3(), Interferon())	SOCS3	https://identifiers.org/uniprot/O14543, https://identifiers.org/hgnc/HGNC:19391	SOCS3()	IFN	https://identifiers.org/fplx/Interferon	Interferon()	21490101	Interleukin 6 (IL-6), which upregulates SOCS3, was significantly higher for the R70Q, R70H, and L91M mutants than for the wild type, suggesting interferon resistance, possibly through IL-6-induced, SOCS3 mediated suppression of interferon signaling.		FALSE														
885	c8ed8fb1-197d-4db0-9e97-4ecb7c5d03e7	Activation	Activation(SOCS3(), Interferon())	SOCS3	https://identifiers.org/uniprot/O14543, https://identifiers.org/hgnc/HGNC:19391	SOCS3()	IFN	https://identifiers.org/fplx/Interferon	Interferon()	27704310	SOCS3, but not SOCS1, gene silencing via siRNA increased the type I interferon response in PBMCs obtained from people with obesity.		FALSE														
886	c8ed8fb1-197d-4db0-9e97-4ecb7c5d03e7	Activation	Activation(SOCS3(), Interferon())	SOCS3	https://identifiers.org/uniprot/O14543, https://identifiers.org/hgnc/HGNC:19391	SOCS3()	IFN	https://identifiers.org/fplx/Interferon	Interferon()	21458454	Thus, these results clearly show that BCAA repressed HCV replication through activation of IFN signaling and repression of Socs3 mediated IFN inhibitory signaling, as proposed in.		FALSE														
887	c8ed8fb1-197d-4db0-9e97-4ecb7c5d03e7	Activation	Activation(SOCS3(), Interferon())	SOCS3	https://identifiers.org/uniprot/O14543, https://identifiers.org/hgnc/HGNC:19391	SOCS3()	IFN	https://identifiers.org/fplx/Interferon	Interferon()	20631305	Specifically, SOCS1 and SOCS3 have been shown to prevent IFN mediated inhibition of viral replication.		FALSE														
888	c8ed8fb1-197d-4db0-9e97-4ecb7c5d03e7	Activation	Activation(SOCS3(), Interferon())	SOCS3	https://identifiers.org/uniprot/O14543, https://identifiers.org/hgnc/HGNC:19391	SOCS3()	IFN	https://identifiers.org/fplx/Interferon	Interferon()	20631305	Although both SOCS1 and SOCS3 have been shown to prevent IFN mediated inhibition of viral replication, our studies focused specifically on SOCS3.		FALSE														
889	c8ed8fb1-197d-4db0-9e97-4ecb7c5d03e7	Activation	Activation(SOCS3(), Interferon())	SOCS3	https://identifiers.org/uniprot/O14543, https://identifiers.org/hgnc/HGNC:19391	SOCS3()	IFN	https://identifiers.org/fplx/Interferon	Interferon()	19231005	Suppressor of cytokine signaling 3 (SOCS3), which is thought to antagonize IFN signaling by interfering with Jak-STAT signaling at the level of STAT1 phosphorylation, is increased by HCV core protein overexpression in cell culture [XREF_BIBR] and is associated with treatment outcome in in vivo studies [XREF_BIBR, XREF_BIBR].		FALSE														
890	0064771b-59b2-4d3a-98c6-03475e166866	Inhibition	Inhibition(CIDEC(), AMPK())	FSP27	https://identifiers.org/uniprot/Q96AQ7, https://identifiers.org/hgnc/HGNC:24229	CIDEC()	AMPK	https://identifiers.org/fplx/AMPK	AMPK()	20440297	Furthermore, Cidec and FSP27 siRNA transfection significantly reduced FSP27 expression and partially restored AMPK signaling, increased UCP3 and decreased SERBP 1c and perilipin proteins in Ad-36-infected muscle cells.		FALSE														
891	0064771b-59b2-4d3a-98c6-03475e166866	Inhibition	Inhibition(CIDEC(), AMPK())	FSP27	https://identifiers.org/uniprot/Q96AQ7, https://identifiers.org/hgnc/HGNC:24229	CIDEC()	AMPK	https://identifiers.org/fplx/AMPK	AMPK()	20440297	27 Our observation revealed that Cidec and FSP27 negatively regulates AMPK signaling in Ad-36-infected muscle cells.		FALSE														
892	0064771b-59b2-4d3a-98c6-03475e166866	Inhibition	Inhibition(CIDEC(), AMPK())	FSP27	https://identifiers.org/uniprot/Q96AQ7, https://identifiers.org/hgnc/HGNC:24229	CIDEC()	AMPK	https://identifiers.org/fplx/AMPK	AMPK()	20440297	27 Our observation revealed that Cidec and FSP27 negatively regulates AMPK signaling in Ad-36-infected muscle cells.		FALSE														
893	0064771b-59b2-4d3a-98c6-03475e166866	Inhibition	Inhibition(CIDEC(), AMPK())	FSP27	https://identifiers.org/uniprot/Q96AQ7, https://identifiers.org/hgnc/HGNC:24229	CIDEC()	AMPK	https://identifiers.org/fplx/AMPK	AMPK()	20440297	29 We showed that knockdown of Cidec and FSP27 using Cidec and FSP27 siRNA could partially restore AMPK signaling and increase UCP3 protein abundance in the Ad-36-infected muscle cells.		FALSE														
894	0064771b-59b2-4d3a-98c6-03475e166866	Inhibition	Inhibition(CIDEC(), AMPK())	FSP27	https://identifiers.org/uniprot/Q96AQ7, https://identifiers.org/hgnc/HGNC:24229	CIDEC()	AMPK	https://identifiers.org/fplx/AMPK	AMPK()	20440297	Our findings indicated that Cidec and FSP27 negatively regulates mitochondrial mass, AMPK signaling and UCP3 in the Ad-36-infected muscle cells.		FALSE														
895	0064771b-59b2-4d3a-98c6-03475e166866	Inhibition	Inhibition(CIDEC(), AMPK())	FSP27	https://identifiers.org/uniprot/Q96AQ7, https://identifiers.org/hgnc/HGNC:24229	CIDEC()	AMPK	https://identifiers.org/fplx/AMPK	AMPK()	20440297	Our findings indicated that Cidec and FSP27 negatively regulates mitochondrial mass, AMPK signaling and UCP3 in the Ad-36-infected muscle cells.		FALSE														
896	0064771b-59b2-4d3a-98c6-03475e166866	Inhibition	Inhibition(CIDEC(), AMPK())	FSP27	https://identifiers.org/uniprot/Q96AQ7, https://identifiers.org/hgnc/HGNC:24229	CIDEC()	AMPK	https://identifiers.org/fplx/AMPK	AMPK()	20440297	Therefore, increasing SREBPs, ACC and HMGR expression by AD-36 may result from decreased AMPK activity mediated by elevated Cidec and FSP27 expression.		FALSE														
897	b47b933b-4952-4e16-849b-ca80404ec57d	Phosphorylation	Phosphorylation(ILK(), GSK3())	ILK	https://identifiers.org/uniprot/Q13418, https://identifiers.org/hgnc/HGNC:6040	ILK()	GSK-3	https://identifiers.org/fplx/GSK3	GSK3()	27576342	ILK phosphorylated Akt to play an important role in anti apoptosis through direct phosphorylation of downstream target protein; ILK also phosphorylate GSK-3 to inhibit its activity, then make the beta catenin dephosphorylate in the steady state.		TRUE														
898	b47b933b-4952-4e16-849b-ca80404ec57d	Phosphorylation	Phosphorylation(ILK(), GSK3())	ILK	https://identifiers.org/uniprot/Q13418, https://identifiers.org/hgnc/HGNC:6040	ILK()	GSK-3	https://identifiers.org/fplx/GSK3	GSK3()	20827300	Recombinant ILK phosphorylates GSK-3 crosstide and the 20 kDa regulatory light chain of myosin, LC 20.		TRUE														
899	b47b933b-4952-4e16-849b-ca80404ec57d	Phosphorylation	Phosphorylation(ILK(), GSK3())	ILK	https://identifiers.org/uniprot/Q13418, https://identifiers.org/hgnc/HGNC:6040	ILK()	GSK-3	https://identifiers.org/fplx/GSK3	GSK3()	25218472	ILK also stimulates phosphorylation of GSK3 in a direct and/or indirect manner, leading to its inhibition and relieving several negatively regulated signaling pathways.		FALSE														
900	b47b933b-4952-4e16-849b-ca80404ec57d	Phosphorylation	Phosphorylation(ILK(), GSK3())	ILK	https://identifiers.org/uniprot/Q13418, https://identifiers.org/hgnc/HGNC:6040	ILK()	GSK-3	https://identifiers.org/fplx/GSK3	GSK3()	15722199	Further, other researchers have demonstrated that ILK1 not only directly phosphorylates GSK-3 but also phosphorylates PKB and Akt on serine 473.		TRUE														
901	b47b933b-4952-4e16-849b-ca80404ec57d	Phosphorylation	Phosphorylation(ILK(), GSK3())	ILK	https://identifiers.org/uniprot/Q13418, https://identifiers.org/hgnc/HGNC:6040	ILK()	GSK-3	https://identifiers.org/fplx/GSK3	GSK3()	15722199	ILK1 can mediate the phosphorylation of a variety of intracellular substrates, the most notable of which are protein kinase B (PKB and Akt), glycogen synthase kinase-3 (GSK-3), and myosin light chain.		FALSE														
902	b47b933b-4952-4e16-849b-ca80404ec57d	Phosphorylation	Phosphorylation(ILK(), GSK3())	ILK	https://identifiers.org/uniprot/Q13418, https://identifiers.org/hgnc/HGNC:6040	ILK()	GSK-3	https://identifiers.org/fplx/GSK3	GSK3()	23624332	As expected, knockdown of ILK with small interfering RNA (siRNA) abolished the GSK-3 phosphorylation induced by GOX (E).		FALSE														
903	b47b933b-4952-4e16-849b-ca80404ec57d	Phosphorylation	Phosphorylation(ILK(), GSK3())	ILK	https://identifiers.org/uniprot/Q13418, https://identifiers.org/hgnc/HGNC:6040	ILK()	GSK-3	https://identifiers.org/fplx/GSK3	GSK3()	9736715	Specifically, ILK can directly phosphorylate GSK-3 in vitro and when stably, or transiently, overexpressed in cells can inhibit GSK-3 activity, whereas the overexpression of kinase deficient ILK enhances GSK-3 activity.		TRUE														
904	94193f35-4f84-4837-9c56-e34681b70130	Activation	Activation(Notch(), RPE())	Notch	https://identifiers.org/fplx/Notch	Notch()	RPE	https://identifiers.org/uniprot/Q96AT9, https://identifiers.org/hgnc/HGNC:10293	RPE()	24453806	Furthermore, blockage of Notch signaling inhibited the migration and proliferation of RPE cells and reduced the expression levels of certain Notch signaling target genes, including HES1, MYC, HEY2, and SOX9.		FALSE														
905	94193f35-4f84-4837-9c56-e34681b70130	Activation	Activation(Notch(), RPE())	Notch	https://identifiers.org/fplx/Notch	Notch()	RPE	https://identifiers.org/uniprot/Q96AT9, https://identifiers.org/hgnc/HGNC:10293	RPE()	24453806	Our data reveal a critical role of Notch signaling in RPE cells, suggesting that targeting Notch signaling may provide a novel approach for the treatment of ophthalmic diseases related to RPE cells.		FALSE														
906	94193f35-4f84-4837-9c56-e34681b70130	Activation	Activation(Notch(), RPE())	Notch	https://identifiers.org/fplx/Notch	Notch()	RPE	https://identifiers.org/uniprot/Q96AT9, https://identifiers.org/hgnc/HGNC:10293	RPE()	24453806	To date, few reports clarify the role of Notch signaling in human RPE cells.		FALSE														
907	94193f35-4f84-4837-9c56-e34681b70130	Activation	Activation(Notch(), RPE())	Notch	https://identifiers.org/fplx/Notch	Notch()	RPE	https://identifiers.org/uniprot/Q96AT9, https://identifiers.org/hgnc/HGNC:10293	RPE()	24453806	Blockage of Notch Signal Pathway Inhibited the Migration and Proliferation of RPE Cells.		FALSE														
908	94193f35-4f84-4837-9c56-e34681b70130	Activation	Activation(Notch(), RPE())	Notch	https://identifiers.org/fplx/Notch	Notch()	RPE	https://identifiers.org/uniprot/Q96AT9, https://identifiers.org/hgnc/HGNC:10293	RPE()	24453806	Therefore, blockage of Notch signaling via NOTCH1 knockdown reduces the migration and proliferation of RPE cells.		FALSE														
909	94193f35-4f84-4837-9c56-e34681b70130	Activation	Activation(Notch(), RPE())	Notch	https://identifiers.org/fplx/Notch	Notch()	RPE	https://identifiers.org/uniprot/Q96AT9, https://identifiers.org/hgnc/HGNC:10293	RPE()	24453806	In this study, our results indicated that inhibition of Notch signaling in vitro reduced the migration and proliferation of RPE cells.		FALSE														
910	94193f35-4f84-4837-9c56-e34681b70130	Activation	Activation(Notch(), RPE())	Notch	https://identifiers.org/fplx/Notch	Notch()	RPE	https://identifiers.org/uniprot/Q96AT9, https://identifiers.org/hgnc/HGNC:10293	RPE()	24453806	To the best of our knowledge, few reports clarify the role of Notch signaling in human RPE cells.		FALSE														
911	8d186844-a1b3-4978-bb57-20ee92ce1816	Activation	Activation(ARF1(), AP1())	ARF1	https://identifiers.org/uniprot/P84077, https://identifiers.org/hgnc/HGNC:652	ARF1()	AP-1	https://identifiers.org/fplx/AP1	AP1()	26494761	Here we found that HIV-1 Nef and the GTPase Arf1 induced trimerization and activation of AP-1.		FALSE														
912	8d186844-a1b3-4978-bb57-20ee92ce1816	Activation	Activation(ARF1(), AP1())	ARF1	https://identifiers.org/uniprot/P84077, https://identifiers.org/hgnc/HGNC:652	ARF1()	AP-1	https://identifiers.org/fplx/AP1	AP1()	26494761	Arf gamma and Arf1 beta contacted AP-1 via their GTP responsive switch I and II (SwI/II) regions, consistent with the GTP-dependence of Arf1 activation of AP-1 (XREF_FIG).		FALSE														
913	8d186844-a1b3-4978-bb57-20ee92ce1816	Activation	Activation(ARF1(), AP1())	ARF1	https://identifiers.org/uniprot/P84077, https://identifiers.org/hgnc/HGNC:652	ARF1()	AP-1	https://identifiers.org/fplx/AP1	AP1()	26494761	Clathrin coats can be generated on synaptic endosomes within a span of 2 s, a pathway that most likely involves the Arf1 activated AP-1 and/or AP-3 complexes.		FALSE														
914	8d186844-a1b3-4978-bb57-20ee92ce1816	Activation	Activation(ARF1(), AP1())	ARF1	https://identifiers.org/uniprot/P84077, https://identifiers.org/hgnc/HGNC:652	ARF1()	AP-1	https://identifiers.org/fplx/AP1	AP1()	24843023	When the BST2 and Vpu activated AP1 structure was overlaid with the Arf1 activated AP1 structure using the beta1 subunits, a twisting of the gamma and sigma1 subunits was observed (XREF_FIG), which further exposes the dileucine binding pocket at the gamma and sigma1 interface in AP1.		FALSE														
915	8d186844-a1b3-4978-bb57-20ee92ce1816	Activation	Activation(ARF1(), AP1())	ARF1	https://identifiers.org/uniprot/P84077, https://identifiers.org/hgnc/HGNC:652	ARF1()	AP-1	https://identifiers.org/fplx/AP1	AP1()	23326640	We evaluated the effect of the Vangl2 cytosolic domain on Arf1 mediated AP-1 recruitment using FLAG tagged Arf1 and Arfrp1 purified from mammalian cells.		FALSE														
916	8d186844-a1b3-4978-bb57-20ee92ce1816	Activation	Activation(ARF1(), AP1())	ARF1	https://identifiers.org/uniprot/P84077, https://identifiers.org/hgnc/HGNC:652	ARF1()	AP-1	https://identifiers.org/fplx/AP1	AP1()	16253302	Both constitutively active ARF1 and Nef caused the endogenous AP-1 in BHK cells to remain membrane associated despite the inhibition of ARF1-GEFs by BFA.		FALSE														
917	8d186844-a1b3-4978-bb57-20ee92ce1816	Activation	Activation(ARF1(), AP1())	ARF1	https://identifiers.org/uniprot/P84077, https://identifiers.org/hgnc/HGNC:652	ARF1()	AP-1	https://identifiers.org/fplx/AP1	AP1()	16253302	To block de novo attachment of AP-1 mediated by endogenous ARF1, the cells were treated with 10 mug/ml brefeldin A (Epicentre) for 5 min at 37 degreesC just before the initial permeabilization, and 10 mug/ml BFA was included at each subsequent step of the procedure until aldehyde fixation.		FALSE														
918	e887da78-c01c-4e1f-adee-6ee2de1e3b30	Activation	Activation(GRP(), AKT())	GRP	https://identifiers.org/uniprot/P07492, https://identifiers.org/hgnc/HGNC:4605	GRP()	AKT	https://identifiers.org/fplx/AKT	AKT()	24108003	We have previously demonstrated an increased expression of gastrin releasing peptide (GRP) and its receptor, GRPR, in neuroblastoma and that GRP activates the PI3K-AKT pathway as a proangiogenic factor during tumor progression.		FALSE														
919	e887da78-c01c-4e1f-adee-6ee2de1e3b30	Activation	Activation(GRP(), AKT())	GRP	https://identifiers.org/uniprot/P07492, https://identifiers.org/hgnc/HGNC:4605	GRP()	AKT	https://identifiers.org/fplx/AKT	AKT()	23211542	GRP alone induced activation of AKT and ERK1/2, whereas Y15 treatment attenuated GRP induced increases in p-AKT and p-ERK.		FALSE														
920	e887da78-c01c-4e1f-adee-6ee2de1e3b30	Activation	Activation(GRP(), AKT())	GRP	https://identifiers.org/uniprot/P07492, https://identifiers.org/hgnc/HGNC:4605	GRP()	AKT	https://identifiers.org/fplx/AKT	AKT()	23618860	We previously reported that GRP activates the PI3K and AKT signaling pathway to promote DNA synthesis and cell cycle progression in neuroblastoma cells.		FALSE														
921	e887da78-c01c-4e1f-adee-6ee2de1e3b30	Activation	Activation(GRP(), AKT())	GRP	https://identifiers.org/uniprot/P07492, https://identifiers.org/hgnc/HGNC:4605	GRP()	AKT	https://identifiers.org/fplx/AKT	AKT()	23618860	We previously reported that GRP activated the PI3K and AKT signaling pathway to promote cell cycle progression in neuroblastoma cells [XREF_BIBR], whereas, silencing GRP increased the expression of p21 in SK-N-SH cells [XREF_BIBR].		FALSE														
922	e887da78-c01c-4e1f-adee-6ee2de1e3b30	Activation	Activation(GRP(), AKT())	GRP	https://identifiers.org/uniprot/P07492, https://identifiers.org/hgnc/HGNC:4605	GRP()	AKT	https://identifiers.org/fplx/AKT	AKT()	23608754	13 Interestingly, GRP treatment enhances AKT signaling in cancer cells, 14 which then phosphorylates mTOR.		FALSE														
923	e887da78-c01c-4e1f-adee-6ee2de1e3b30	Activation	Activation(GRP(), AKT())	GRP	https://identifiers.org/uniprot/P07492, https://identifiers.org/hgnc/HGNC:4605	GRP()	AKT	https://identifiers.org/fplx/AKT	AKT()	17349623	Along with the data in D, these results suggest that GRP induces Src dependent amphiregulin release, which initiates EGFR phosphorylation and subsequent activation of PI3K, leading to the activation of Akt.Since GRP induces Akt activation, a key kinase important for cell survival, we investigated whether GRP has a protective effect on NSCLC cell survival.		FALSE														
924	e887da78-c01c-4e1f-adee-6ee2de1e3b30	Activation	Activation(GRP(), AKT())	GRP	https://identifiers.org/uniprot/P07492, https://identifiers.org/hgnc/HGNC:4605	GRP()	AKT	https://identifiers.org/fplx/AKT	AKT()	23468863	We previously reported that GRP stimulates PI3K and AKT signaling pathway XREF_BIBR.		FALSE														
925	dc2443b7-cf89-4f31-afb4-9b6522f8cf7a	Activation	Activation(BDNF(), TNFSF11())	BDNF	https://identifiers.org/uniprot/P23560, https://identifiers.org/hgnc/HGNC:1033	BDNF()	RANKL	https://identifiers.org/uniprot/O14788, https://identifiers.org/hgnc/HGNC:11926	TNFSF11()	23077504	BDNF increases RANKL mRNA and protein levels in human BMSCs.		FALSE														
